"","Origin","Destination","Product","Month","Quantity"
"408","South Africa","France","FreshFusion Detergent","Feb2004",591
"409","South Africa","France","FreshFusion Diaper Rash Remedy","Feb2004",515
"410","South Africa","France","FreshFusion Hair Mask","Feb2004",1819
"411","South Africa","France","FreshFusion Mouth Rinse","Feb2004",712
"412","South Africa","France","FreshStart Toothpaste","Feb2004",872
"413","South Africa","France","GentleGlow Baby Face Wash","Feb2004",1752
"414","South Africa","France","GentleGlow Baby Sunscreen","Feb2004",974
"415","South Africa","France","GentleGlow Dish Soap","Feb2004",494
"416","South Africa","France","GentleGlow Face Cleanser","Feb2004",655
"417","South Africa","France","GentleGlow Face Lotion","Feb2004",1362
"418","South Africa","France","GentleGlow Pet Grooming Kit","Feb2004",1880
"419","South Africa","France","HydraHydrate Hand Cream","Feb2004",797
"420","South Africa","France","Hydrating Honey Body Lotion","Feb2004",1931
"421","South Africa","France","LittleLullaby Diaper Cream","Feb2004",1109
"422","South Africa","France","LittleLullaby Diaper Liners","Feb2004",1869
"423","South Africa","France","LuminousLip Care","Feb2004",267
"424","South Africa","France","LuminousLocks Shampoo","Feb2004",611
"425","South Africa","France","MorningBreeze Gum Care","Feb2004",1236
"426","South Africa","France","MorningMist Deodorant","Feb2004",307
"427","South Africa","France","OralEase Gel","Feb2004",928
"428","South Africa","France","OralEase Plus Toothbrush","Feb2004",1361
"429","South Africa","France","PurePaw Dog Shampoo","Feb2004",682
"430","South Africa","France","PurePore Baby Lotion","Feb2004",1037
"431","South Africa","France","PurePore Baby Skincare Set","Feb2004",516
"432","South Africa","France","PurePore Insect Repellent Spray","Feb2004",611
"433","South Africa","France","PurePore Sanitary Belt","Feb2004",1378
"434","South Africa","France","PurePore Toner","Feb2004",1678
"435","South Africa","France","Purezza Body Wash","Feb2004",709
"436","South Africa","France","RadiantRinse Color Protector","Feb2004",1405
"437","South Africa","France","RadiantRose Baby Massage Oil","Feb2004",1275
"438","South Africa","France","RadiantRose Face Mask","Feb2004",892
"439","South Africa","France","RadiantRose Glass Cleaner","Feb2004",1776
"440","South Africa","France","RadiantRover Pet Conditioner","Feb2004",1854
"441","South Africa","France","Refreshing Rose Body Oil","Feb2004",632
"442","South Africa","France","SilkSmooth Exfoliating Scrub","Feb2004",1824
"443","South Africa","France","SilkySkin Baby Cream","Feb2004",1436
"444","South Africa","France","SilkySkin Baby Moisturizer","Feb2004",491
"445","South Africa","France","SilkySkin Moisturizing Cream","Feb2004",564
"446","South Africa","France","SkinSational Moisturizer","Feb2004",1537
"447","South Africa","France","SmellSational Baby Room Spray","Feb2004",1433
"448","South Africa","France","SmellSational Intimate Spray","Feb2004",1260
"449","South Africa","France","SmellSational Odor Eliminator","Feb2004",216
"450","South Africa","France","SmellSational Pet Deodorizer","Feb2004",1087
"451","South Africa","France","SmileSavvy Tooth Whitening Kit","Feb2004",1375
"452","South Africa","France","SmileShield Whitening Strips","Feb2004",607
"453","South Africa","France","SmilesSoPure Waterpik","Feb2004",176
"454","South Africa","France","SmoothOperator Shaving Gel","Feb2004",606
"455","South Africa","France","SoftStep Baby Shampoo","Feb2004",1860
"456","South Africa","France","SoftStep Shaving Cream","Feb2004",664
"457","South Africa","France","SoftStep Shaving Cream for Women","Feb2004",498
"458","South Africa","France","SoothingPaws Cat Lotion","Feb2004",701
"459","South Africa","France","SoothingSerenity Air Freshener","Feb2004",1627
"460","South Africa","France","SoothingSerenity Baby Oil","Feb2004",1954
"461","South Africa","France","SoothingSerenity Baby Rub","Feb2004",1295
"462","South Africa","France","SoothingSerenity Hand Sanitizer","Feb2004",1538
"463","South Africa","France","SoothingSerenity Scalp Treatment","Feb2004",1108
"464","South Africa","France","SoothingSoft Fabric Softener","Feb2004",713
"465","South Africa","France","SparklingClean All-Purpose Cleaner","Feb2004",315
"466","South Africa","France","SparklingSmile Water Flosser","Feb2004",344
"467","South Africa","France","SunShield SPF 50 Lotion","Feb2004",147
"468","Australia","United Kingdom","MorningMint","Feb2004",194
"469","Australia","United Kingdom","MorningMist Deodorant","Feb2004",1406
"470","Australia","United Kingdom","OralEase Gel","Feb2004",1863
"471","Australia","United Kingdom","PurePaw Dog Shampoo","Feb2004",1722
"472","Australia","United Kingdom","PurePore Baby Skincare Set","Feb2004",1569
"473","Australia","United Kingdom","PurePore Insect Repellent Spray","Feb2004",1245
"474","Australia","United Kingdom","PurePore Sanitary Belt","Feb2004",519
"475","Australia","United Kingdom","PurePore Toner","Feb2004",1549
"476","Australia","United Kingdom","Purezza Body Wash","Feb2004",636
"477","Australia","United Kingdom","RadiantRinse Color Protector","Feb2004",1253
"478","Australia","United Kingdom","RadiantRose Baby Massage Oil","Feb2004",1907
"479","Australia","United Kingdom","RadiantRose Face Mask","Feb2004",1675
"480","Australia","United Kingdom","RadiantRose Hair Serum","Feb2004",1932
"481","Australia","United Kingdom","RadiantRover Pet Conditioner","Feb2004",1817
"482","Australia","United Kingdom","Refreshing Rose Body Oil","Feb2004",1757
"483","Australia","United Kingdom","SilkSmooth Conditioner","Feb2004",848
"484","Australia","United Kingdom","SilkSmooth Exfoliating Scrub","Feb2004",609
"485","Australia","United Kingdom","SilkySkin Baby Cream","Feb2004",1091
"486","Australia","United Kingdom","SilkySkin Baby Moisturizer","Feb2004",801
"487","Australia","United Kingdom","SkinSational Moisturizer","Feb2004",556
"488","Australia","United Kingdom","SmellSational Baby Room Spray","Feb2004",833
"489","Australia","United Kingdom","SmellSational Intimate Spray","Feb2004",1804
"490","Australia","United Kingdom","SmellSational Odor Eliminator","Feb2004",883
"491","Australia","United Kingdom","SmellSational Pet Deodorizer","Feb2004",1043
"492","Australia","United Kingdom","SmileSavvy Tooth Whitening Kit","Feb2004",516
"493","Australia","United Kingdom","SmileShield Whitening Strips","Feb2004",1520
"494","Australia","United Kingdom","SmilesSoPure Waterpik","Feb2004",672
"495","Australia","United Kingdom","SmoothOperator Shaving Gel","Feb2004",640
"496","Australia","United Kingdom","SoftStep Baby Shampoo","Feb2004",579
"497","Australia","United Kingdom","SoftStep Shaving Cream","Feb2004",1650
"498","Australia","United Kingdom","SoftStep Shaving Cream for Women","Feb2004",1797
"499","Australia","United Kingdom","SoothingPaws Cat Lotion","Feb2004",607
"500","Australia","United Kingdom","SoothingSerenity Air Freshener","Feb2004",1427
"501","Australia","United Kingdom","SoothingSerenity Baby Oil","Feb2004",247
"502","Australia","United Kingdom","SoothingSerenity Baby Rub","Feb2004",1039
"503","Australia","United Kingdom","SoothingSerenity Hand Sanitizer","Feb2004",548
"504","Australia","United Kingdom","SoothingSerenity Humidifier","Feb2004",681
"505","Australia","United Kingdom","SoothingSerenity Scalp Treatment","Feb2004",1800
"506","Australia","United Kingdom","SoothingSoft Fabric Softener","Feb2004",1018
"507","Australia","United Kingdom","SparklingGlow Toothpaste","Feb2004",1928
"508","Australia","United Kingdom","SparklingSmile Water Flosser","Feb2004",1270
"509","Australia","United Kingdom","SunShield SPF 50 Lotion","Feb2004",719
"510","Egypt","Japan","LuminousLip Care","Feb2004",642
"511","Egypt","Japan","LuminousLocks Shampoo","Feb2004",1352
"512","Egypt","Japan","MorningMist Deodorant","Feb2004",1326
"513","Egypt","Japan","OralEase Gel","Feb2004",1701
"514","Egypt","Japan","OralEase Plus Toothbrush","Feb2004",588
"515","Egypt","Japan","PurePore Insect Repellent Spray","Feb2004",1103
"516","Egypt","Japan","PurePore Sanitary Belt","Feb2004",974
"517","Egypt","Japan","PurePore Toner","Feb2004",707
"518","Egypt","Japan","Purezza Body Wash","Feb2004",739
"519","Egypt","Japan","RadiantRinse Color Protector","Feb2004",1054
"520","Egypt","Japan","RadiantRose Baby Massage Oil","Feb2004",1096
"521","Egypt","Japan","RadiantRose Face Mask","Feb2004",592
"522","Egypt","Japan","RadiantRose Glass Cleaner","Feb2004",776
"523","Egypt","Japan","Refreshing Rose Body Oil","Feb2004",1225
"524","Egypt","Japan","SilkSmooth Exfoliating Scrub","Feb2004",1514
"525","Egypt","Japan","SilkySkin Moisturizing Cream","Feb2004",643
"526","Egypt","Japan","SkinSational Moisturizer","Feb2004",1055
"527","Egypt","Japan","SmellSational Odor Eliminator","Feb2004",1264
"528","Egypt","Japan","SmellSational Pet Deodorizer","Feb2004",611
"529","Egypt","Japan","SmileShield Whitening Strips","Feb2004",702
"530","Egypt","Japan","SmilesSoPure Waterpik","Feb2004",664
"531","Egypt","Japan","SmoothOperator Shaving Gel","Feb2004",1069
"532","Egypt","Japan","SoftStep Baby Shampoo","Feb2004",828
"533","Egypt","Japan","SoftStep Shaving Cream","Feb2004",942
"534","Egypt","Japan","SoftStep Shaving Cream for Women","Feb2004",1074
"535","Egypt","Japan","SoothingPaws Cat Lotion","Feb2004",1312
"536","Egypt","Japan","SoothingSerenity Air Freshener","Feb2004",1907
"537","Egypt","Japan","SoothingSerenity Baby Oil","Feb2004",1256
"538","Egypt","Japan","SoothingSerenity Baby Rub","Feb2004",928
"539","Egypt","Japan","SoothingSerenity Hand Sanitizer","Feb2004",1299
"540","Egypt","Japan","SoothingSoft Fabric Softener","Feb2004",814
"541","Egypt","Japan","SparklingGlow Toothpaste","Feb2004",1903
"542","Egypt","Japan","SunShield SPF 50 Lotion","Feb2004",1825
"543","South Africa","France","FreshFusion All-Purpose Cleaner","Jan2004",959
"544","South Africa","France","FreshFusion Detergent","Jan2004",568
"545","South Africa","France","FreshFusion Diaper Rash Remedy","Jan2004",507
"546","South Africa","France","FreshFusion Hair Mask","Jan2004",1755
"547","South Africa","France","FreshFusion Mouth Rinse","Jan2004",753
"548","South Africa","France","FreshStart Toothpaste","Jan2004",879
"549","South Africa","France","GentleGlow Baby Face Wash","Jan2004",1804
"550","South Africa","France","GentleGlow Baby Sunscreen","Jan2004",1014
"551","South Africa","France","GentleGlow Dish Soap","Jan2004",412
"552","South Africa","France","GentleGlow Face Cleanser","Jan2004",665
"553","South Africa","France","GentleGlow Face Lotion","Jan2004",1431
"554","South Africa","France","GentleGlow Pet Grooming Kit","Jan2004",1915
"555","South Africa","France","HydraHydrate Hand Cream","Jan2004",843
"556","South Africa","France","Hydrating Honey Body Lotion","Jan2004",1980
"557","South Africa","France","LittleLullaby Diaper Cream","Jan2004",1208
"558","South Africa","France","LittleLullaby Diaper Liners","Jan2004",1789
"559","South Africa","France","LuminousLip Care","Jan2004",232
"560","South Africa","France","LuminousLocks Shampoo","Jan2004",609
"561","South Africa","France","MorningBreeze Gum Care","Jan2004",1112
"562","South Africa","France","MorningMist Deodorant","Jan2004",302
"563","South Africa","France","OralEase Gel","Jan2004",981
"564","South Africa","France","OralEase Plus Toothbrush","Jan2004",1236
"565","South Africa","France","PurePaw Dog Shampoo","Jan2004",603
"566","South Africa","France","PurePore Baby Lotion","Jan2004",1047
"567","South Africa","France","PurePore Baby Skincare Set","Jan2004",538
"568","South Africa","France","PurePore Insect Repellent Spray","Jan2004",666
"569","South Africa","France","PurePore Sanitary Belt","Jan2004",1291
"570","South Africa","France","PurePore Toner","Jan2004",1606
"571","South Africa","France","Purezza Body Wash","Jan2004",692
"572","South Africa","France","RadiantRinse Color Protector","Jan2004",1477
"573","South Africa","France","RadiantRose Baby Massage Oil","Jan2004",1531
"574","South Africa","France","RadiantRose Face Mask","Jan2004",1020
"575","South Africa","France","RadiantRose Glass Cleaner","Jan2004",1761
"576","South Africa","France","RadiantRover Pet Conditioner","Jan2004",1812
"577","South Africa","France","Refreshing Rose Body Oil","Jan2004",693
"578","South Africa","France","SilkSmooth Exfoliating Scrub","Jan2004",2071
"579","South Africa","France","SilkySkin Baby Cream","Jan2004",1458
"580","South Africa","France","SilkySkin Baby Moisturizer","Jan2004",501
"581","South Africa","France","SilkySkin Moisturizing Cream","Jan2004",578
"582","South Africa","France","SkinSational Moisturizer","Jan2004",1629
"583","South Africa","France","SmellSational Baby Room Spray","Jan2004",1351
"584","South Africa","France","SmellSational Intimate Spray","Jan2004",1201
"585","South Africa","France","SmellSational Odor Eliminator","Jan2004",261
"586","South Africa","France","SmellSational Pet Deodorizer","Jan2004",1104
"587","South Africa","France","SmileSavvy Tooth Whitening Kit","Jan2004",1371
"588","South Africa","France","SmileShield Whitening Strips","Jan2004",614
"589","South Africa","France","SmilesSoPure Waterpik","Jan2004",205
"590","South Africa","France","SmoothOperator Shaving Gel","Jan2004",620
"591","South Africa","France","SoftStep Baby Shampoo","Jan2004",1938
"592","South Africa","France","SoftStep Shaving Cream","Jan2004",645
"593","South Africa","France","SoftStep Shaving Cream for Women","Jan2004",498
"594","South Africa","France","SoothingPaws Cat Lotion","Jan2004",687
"595","South Africa","France","SoothingSerenity Air Freshener","Jan2004",1734
"596","South Africa","France","SoothingSerenity Baby Oil","Jan2004",1958
"597","South Africa","France","SoothingSerenity Baby Rub","Jan2004",1343
"598","South Africa","France","SoothingSerenity Hand Sanitizer","Jan2004",1475
"599","South Africa","France","SoothingSerenity Scalp Treatment","Jan2004",1107
"600","South Africa","France","SoothingSoft Fabric Softener","Jan2004",755
"601","South Africa","France","SparklingClean All-Purpose Cleaner","Jan2004",295
"602","South Africa","France","SparklingSmile Water Flosser","Jan2004",301
"603","South Africa","France","SunShield SPF 50 Lotion","Jan2004",162
"604","Australia","United Kingdom","MorningMist Deodorant","Jan2004",1156
"605","Australia","United Kingdom","OralEase Gel","Jan2004",1845
"606","Australia","United Kingdom","PurePaw Dog Shampoo","Jan2004",1675
"607","Australia","United Kingdom","PurePore Baby Skincare Set","Jan2004",1409
"608","Australia","United Kingdom","PurePore Insect Repellent Spray","Jan2004",1209
"609","Australia","United Kingdom","PurePore Sanitary Belt","Jan2004",512
"610","Australia","United Kingdom","PurePore Toner","Jan2004",1706
"611","Australia","United Kingdom","Purezza Body Wash","Jan2004",630
"612","Australia","United Kingdom","RadiantRinse Color Protector","Jan2004",1255
"613","Australia","United Kingdom","RadiantRose Baby Massage Oil","Jan2004",1834
"614","Australia","United Kingdom","RadiantRose Face Mask","Jan2004",1583
"615","Australia","United Kingdom","RadiantRose Hair Serum","Jan2004",2018
"616","Australia","United Kingdom","RadiantRover Pet Conditioner","Jan2004",1953
"617","Australia","United Kingdom","Refreshing Rose Body Oil","Jan2004",1713
"618","Australia","United Kingdom","SilkSmooth Conditioner","Jan2004",873
"619","Australia","United Kingdom","SilkSmooth Exfoliating Scrub","Jan2004",591
"620","Australia","United Kingdom","SilkySkin Baby Cream","Jan2004",1068
"621","Australia","United Kingdom","SilkySkin Baby Moisturizer","Jan2004",758
"622","Australia","United Kingdom","SkinSational Moisturizer","Jan2004",553
"623","Australia","United Kingdom","SmellSational Baby Room Spray","Jan2004",842
"624","Australia","United Kingdom","SmellSational Intimate Spray","Jan2004",1987
"625","Australia","United Kingdom","SmellSational Odor Eliminator","Jan2004",905
"626","Australia","United Kingdom","SmellSational Pet Deodorizer","Jan2004",1019
"627","Australia","United Kingdom","SmileSavvy Tooth Whitening Kit","Jan2004",511
"628","Australia","United Kingdom","SmileShield Whitening Strips","Jan2004",1506
"629","Australia","United Kingdom","SmilesSoPure Waterpik","Jan2004",662
"630","Australia","United Kingdom","SmoothOperator Shaving Gel","Jan2004",601
"631","Australia","United Kingdom","SoftStep Baby Shampoo","Jan2004",499
"632","Australia","United Kingdom","SoftStep Shaving Cream","Jan2004",1533
"633","Australia","United Kingdom","SoftStep Shaving Cream for Women","Jan2004",1793
"634","Australia","United Kingdom","SoothingPaws Cat Lotion","Jan2004",670
"635","Australia","United Kingdom","SoothingSerenity Air Freshener","Jan2004",1418
"636","Australia","United Kingdom","SoothingSerenity Baby Oil","Jan2004",214
"637","Australia","United Kingdom","SoothingSerenity Baby Rub","Jan2004",940
"638","Australia","United Kingdom","SoothingSerenity Hand Sanitizer","Jan2004",561
"639","Australia","United Kingdom","SoothingSerenity Humidifier","Jan2004",779
"640","Australia","United Kingdom","SoothingSerenity Scalp Treatment","Jan2004",1586
"641","Australia","United Kingdom","SoothingSoft Fabric Softener","Jan2004",1166
"642","Australia","United Kingdom","SparklingGlow Toothpaste","Jan2004",2088
"643","Australia","United Kingdom","SparklingSmile Water Flosser","Jan2004",1258
"644","Australia","United Kingdom","SunShield SPF 50 Lotion","Jan2004",606
"645","Egypt","Japan","LuminousLip Care","Jan2004",106
"646","Egypt","Japan","LuminousLocks Shampoo","Jan2004",1318
"647","Egypt","Japan","MorningMist Deodorant","Jan2004",1315
"648","Egypt","Japan","OralEase Gel","Jan2004",1399
"649","Egypt","Japan","OralEase Plus Toothbrush","Jan2004",555
"650","Egypt","Japan","PurePore Insect Repellent Spray","Jan2004",1128
"651","Egypt","Japan","PurePore Sanitary Belt","Jan2004",1077
"652","Egypt","Japan","PurePore Toner","Jan2004",738
"653","Egypt","Japan","Purezza Body Wash","Jan2004",779
"654","Egypt","Japan","RadiantRinse Color Protector","Jan2004",1143
"655","Egypt","Japan","RadiantRose Baby Massage Oil","Jan2004",1101
"656","Egypt","Japan","RadiantRose Face Mask","Jan2004",641
"657","Egypt","Japan","RadiantRose Glass Cleaner","Jan2004",703
"658","Egypt","Japan","Refreshing Rose Body Oil","Jan2004",1170
"659","Egypt","Japan","SilkSmooth Exfoliating Scrub","Jan2004",1711
"660","Egypt","Japan","SilkySkin Moisturizing Cream","Jan2004",602
"661","Egypt","Japan","SkinSational Moisturizer","Jan2004",1141
"662","Egypt","Japan","SmellSational Odor Eliminator","Jan2004",1331
"663","Egypt","Japan","SmellSational Pet Deodorizer","Jan2004",619
"664","Egypt","Japan","SmileShield Whitening Strips","Jan2004",670
"665","Egypt","Japan","SmilesSoPure Waterpik","Jan2004",683
"666","Egypt","Japan","SmoothOperator Shaving Gel","Jan2004",1211
"667","Egypt","Japan","SoftStep Baby Shampoo","Jan2004",785
"668","Egypt","Japan","SoftStep Shaving Cream","Jan2004",920
"669","Egypt","Japan","SoftStep Shaving Cream for Women","Jan2004",1200
"670","Egypt","Japan","SoothingPaws Cat Lotion","Jan2004",1495
"671","Egypt","Japan","SoothingSerenity Air Freshener","Jan2004",1918
"672","Egypt","Japan","SoothingSerenity Baby Oil","Jan2004",1127
"673","Egypt","Japan","SoothingSerenity Baby Rub","Jan2004",932
"674","Egypt","Japan","SoothingSerenity Hand Sanitizer","Jan2004",1326
"675","Egypt","Japan","SoothingSoft Fabric Softener","Jan2004",867
"676","Egypt","Japan","SparklingGlow Toothpaste","Jan2004",1893
"677","Egypt","Japan","SunShield SPF 50 Lotion","Jan2004",1830
"678","India","Italy","SunShield SPF 50 Lotion","Jan2004",140
"679","South Africa","France","FreshFusion All-Purpose Cleaner","Jul2004",612
"680","South Africa","France","FreshFusion Detergent","Jul2004",602
"681","South Africa","France","FreshFusion Diaper Rash Remedy","Jul2004",495
"682","South Africa","France","FreshFusion Hair Mask","Jul2004",1696
"683","South Africa","France","FreshFusion Mouth Rinse","Jul2004",721
"684","South Africa","France","FreshStart Toothpaste","Jul2004",1010
"685","South Africa","France","GentleGlow Baby Face Wash","Jul2004",1770
"686","South Africa","France","GentleGlow Baby Sunscreen","Jul2004",965
"687","South Africa","France","GentleGlow Dish Soap","Jul2004",475
"688","South Africa","France","GentleGlow Face Cleanser","Jul2004",700
"689","South Africa","France","GentleGlow Face Lotion","Jul2004",1327
"690","South Africa","France","GentleGlow Pet Grooming Kit","Jul2004",1976
"691","South Africa","France","HydraHydrate Hand Cream","Jul2004",860
"692","South Africa","France","Hydrating Honey Body Lotion","Jul2004",1889
"693","South Africa","France","LittleLullaby Diaper Cream","Jul2004",1186
"694","South Africa","France","LittleLullaby Diaper Liners","Jul2004",1727
"695","South Africa","France","LuminousLip Care","Jul2004",231
"696","South Africa","France","LuminousLocks Shampoo","Jul2004",641
"697","South Africa","France","MorningBreeze Gum Care","Jul2004",1190
"698","South Africa","France","MorningMist Deodorant","Jul2004",324
"699","South Africa","France","OralEase Gel","Jul2004",1023
"700","South Africa","France","OralEase Plus Toothbrush","Jul2004",1347
"701","South Africa","France","PurePaw Dog Shampoo","Jul2004",583
"702","South Africa","France","PurePore Baby Lotion","Jul2004",1056
"703","South Africa","France","PurePore Baby Skincare Set","Jul2004",524
"704","South Africa","France","PurePore Insect Repellent Spray","Jul2004",588
"705","South Africa","France","PurePore Sanitary Belt","Jul2004",1353
"706","South Africa","France","PurePore Toner","Jul2004",1671
"707","South Africa","France","Purezza Body Wash","Jul2004",803
"708","South Africa","France","RadiantRinse Color Protector","Jul2004",1480
"709","South Africa","France","RadiantRose Baby Massage Oil","Jul2004",1362
"710","South Africa","France","RadiantRose Face Mask","Jul2004",1080
"711","South Africa","France","RadiantRose Glass Cleaner","Jul2004",1864
"712","South Africa","France","RadiantRover Pet Conditioner","Jul2004",1797
"713","South Africa","France","Refreshing Rose Body Oil","Jul2004",708
"714","South Africa","France","SilkSmooth Exfoliating Scrub","Jul2004",1874
"715","South Africa","France","SilkySkin Baby Cream","Jul2004",1401
"716","South Africa","France","SilkySkin Baby Moisturizer","Jul2004",457
"717","South Africa","France","SilkySkin Moisturizing Cream","Jul2004",556
"718","South Africa","France","SkinSational Moisturizer","Jul2004",1575
"719","South Africa","France","SmellSational Baby Room Spray","Jul2004",1347
"720","South Africa","France","SmellSational Intimate Spray","Jul2004",1241
"721","South Africa","France","SmellSational Odor Eliminator","Jul2004",227
"722","South Africa","France","SmellSational Pet Deodorizer","Jul2004",1184
"723","South Africa","France","SmileSavvy Tooth Whitening Kit","Jul2004",1196
"724","South Africa","France","SmileShield Whitening Strips","Jul2004",644
"725","South Africa","France","SmilesSoPure Waterpik","Jul2004",220
"726","South Africa","France","SmoothOperator Shaving Gel","Jul2004",651
"727","South Africa","France","SoftStep Baby Shampoo","Jul2004",1900
"728","South Africa","France","SoftStep Shaving Cream","Jul2004",634
"729","South Africa","France","SoftStep Shaving Cream for Women","Jul2004",513
"730","South Africa","France","SoothingPaws Cat Lotion","Jul2004",602
"731","South Africa","France","SoothingSerenity Air Freshener","Jul2004",1793
"732","South Africa","France","SoothingSerenity Baby Oil","Jul2004",1721
"733","South Africa","France","SoothingSerenity Baby Rub","Jul2004",1325
"734","South Africa","France","SoothingSerenity Hand Sanitizer","Jul2004",1670
"735","South Africa","France","SoothingSerenity Scalp Treatment","Jul2004",1011
"736","South Africa","France","SoothingSoft Fabric Softener","Jul2004",752
"737","South Africa","France","SparklingClean All-Purpose Cleaner","Jul2004",305
"738","South Africa","France","SparklingSmile Water Flosser","Jul2004",300
"739","South Africa","France","SunShield SPF 50 Lotion","Jul2004",186
"740","Australia","United Kingdom","MorningMint","Jul2004",106
"741","Australia","United Kingdom","MorningMist Deodorant","Jul2004",1314
"742","Australia","United Kingdom","OralEase Gel","Jul2004",2161
"743","Australia","United Kingdom","PurePaw Dog Shampoo","Jul2004",1747
"744","Australia","United Kingdom","PurePore Baby Skincare Set","Jul2004",1392
"745","Australia","United Kingdom","PurePore Insect Repellent Spray","Jul2004",1115
"746","Australia","United Kingdom","PurePore Sanitary Belt","Jul2004",510
"747","Australia","United Kingdom","PurePore Toner","Jul2004",1665
"748","Australia","United Kingdom","Purezza Body Wash","Jul2004",600
"749","Australia","United Kingdom","RadiantRinse Color Protector","Jul2004",1155
"750","Australia","United Kingdom","RadiantRose Baby Massage Oil","Jul2004",1926
"751","Australia","United Kingdom","RadiantRose Face Mask","Jul2004",1550
"752","Australia","United Kingdom","RadiantRose Hair Serum","Jul2004",1977
"753","Australia","United Kingdom","RadiantRover Pet Conditioner","Jul2004",1923
"754","Australia","United Kingdom","Refreshing Rose Body Oil","Jul2004",1827
"755","Australia","United Kingdom","SilkSmooth Conditioner","Jul2004",791
"756","Australia","United Kingdom","SilkSmooth Exfoliating Scrub","Jul2004",602
"757","Australia","United Kingdom","SilkySkin Baby Cream","Jul2004",1030
"758","Australia","United Kingdom","SilkySkin Baby Moisturizer","Jul2004",829
"759","Australia","United Kingdom","SkinSational Moisturizer","Jul2004",641
"760","Australia","United Kingdom","SmellSational Baby Room Spray","Jul2004",809
"761","Australia","United Kingdom","SmellSational Intimate Spray","Jul2004",1985
"762","Australia","United Kingdom","SmellSational Odor Eliminator","Jul2004",871
"763","Australia","United Kingdom","SmellSational Pet Deodorizer","Jul2004",1040
"764","Australia","United Kingdom","SmileSavvy Tooth Whitening Kit","Jul2004",529
"765","Australia","United Kingdom","SmileShield Whitening Strips","Jul2004",1668
"766","Australia","United Kingdom","SmilesSoPure Waterpik","Jul2004",634
"767","Australia","United Kingdom","SmoothOperator Shaving Gel","Jul2004",630
"768","Australia","United Kingdom","SoftStep Baby Shampoo","Jul2004",548
"769","Australia","United Kingdom","SoftStep Shaving Cream","Jul2004",1748
"770","Australia","United Kingdom","SoftStep Shaving Cream for Women","Jul2004",1761
"771","Australia","United Kingdom","SoothingPaws Cat Lotion","Jul2004",657
"772","Australia","United Kingdom","SoothingSerenity Air Freshener","Jul2004",1392
"773","Australia","United Kingdom","SoothingSerenity Baby Oil","Jul2004",217
"774","Australia","United Kingdom","SoothingSerenity Baby Rub","Jul2004",1066
"775","Australia","United Kingdom","SoothingSerenity Hand Sanitizer","Jul2004",557
"776","Australia","United Kingdom","SoothingSerenity Humidifier","Jul2004",825
"777","Australia","United Kingdom","SoothingSerenity Scalp Treatment","Jul2004",1607
"778","Australia","United Kingdom","SoothingSoft Fabric Softener","Jul2004",1160
"779","Australia","United Kingdom","SparklingGlow Toothpaste","Jul2004",2057
"780","Australia","United Kingdom","SparklingSmile Water Flosser","Jul2004",1386
"781","Australia","United Kingdom","SunShield SPF 50 Lotion","Jul2004",663
"782","Egypt","Japan","LuminousLip Care","Jul2004",1026
"783","Egypt","Japan","LuminousLocks Shampoo","Jul2004",1365
"784","Egypt","Japan","MorningMist Deodorant","Jul2004",1411
"785","Egypt","Japan","OralEase Gel","Jul2004",1585
"786","Egypt","Japan","OralEase Plus Toothbrush","Jul2004",534
"787","Egypt","Japan","PurePore Insect Repellent Spray","Jul2004",1035
"788","Egypt","Japan","PurePore Sanitary Belt","Jul2004",982
"789","Egypt","Japan","PurePore Toner","Jul2004",674
"790","Egypt","Japan","Purezza Body Wash","Jul2004",877
"791","Egypt","Japan","RadiantRinse Color Protector","Jul2004",1220
"792","Egypt","Japan","RadiantRose Baby Massage Oil","Jul2004",983
"793","Egypt","Japan","RadiantRose Face Mask","Jul2004",615
"794","Egypt","Japan","RadiantRose Glass Cleaner","Jul2004",706
"795","Egypt","Japan","Refreshing Rose Body Oil","Jul2004",1246
"796","Egypt","Japan","SilkSmooth Exfoliating Scrub","Jul2004",1718
"797","Egypt","Japan","SilkySkin Moisturizing Cream","Jul2004",611
"798","Egypt","Japan","SkinSational Moisturizer","Jul2004",1088
"799","Egypt","Japan","SmellSational Odor Eliminator","Jul2004",1434
"800","Egypt","Japan","SmellSational Pet Deodorizer","Jul2004",547
"801","Egypt","Japan","SmileShield Whitening Strips","Jul2004",727
"802","Egypt","Japan","SmilesSoPure Waterpik","Jul2004",715
"803","Egypt","Japan","SmoothOperator Shaving Gel","Jul2004",1155
"804","Egypt","Japan","SoftStep Baby Shampoo","Jul2004",739
"805","Egypt","Japan","SoftStep Shaving Cream","Jul2004",806
"806","Egypt","Japan","SoftStep Shaving Cream for Women","Jul2004",1243
"807","Egypt","Japan","SoothingPaws Cat Lotion","Jul2004",1276
"808","Egypt","Japan","SoothingSerenity Air Freshener","Jul2004",1940
"809","Egypt","Japan","SoothingSerenity Baby Oil","Jul2004",1225
"810","Egypt","Japan","SoothingSerenity Baby Rub","Jul2004",950
"811","Egypt","Japan","SoothingSerenity Hand Sanitizer","Jul2004",1296
"812","Egypt","Japan","SoothingSoft Fabric Softener","Jul2004",791
"813","Egypt","Japan","SparklingGlow Toothpaste","Jul2004",2021
"814","Egypt","Japan","SunShield SPF 50 Lotion","Jul2004",1926
"815","South Africa","France","FreshFusion All-Purpose Cleaner","Jun2004",654
